id,location,products
n5940,,"Aluminium hydroxide, Cold-rolled coil cold-rolled sheets, Molten metal"
n5941,South Korea,Carburetor Parts Part of Vehicle
n5942,United Kingdom,"Iron, Copper, Gold, Manganese, Gold"
n5943,Ireland,Software
n5944,,"Insurance, Insurance"
n5945,Japan,"Organic-coated rolls, Organic-coated rolls"
n5946,China,Pci
n5947,South Korea,Wire rod
n5948,,"Software, Software, Software"
n5949,Japan,"Machining Part of Vehicle, Machining Part of Vehicle, Machining Part of Vehicle"
n5950,South Korea,"Various Meters Parts Part of Vehicle, Lateral Rod Part of Vehicle, Dash Panel Parts Part of Vehicle, Control Arm Part of Vehicle, Odometer Stepping Motor Part of Vehicle, Combination Switch Part of Vehicle"
n5951,South Korea,Component Parts Part of Vehicle
n5952,Ireland,"Organic-coated rolls, Palladium, Hot-rolled sheet"
n5953,Peru,"Coal, Iron ore, Fertilizer"
n5954,South Korea,"Metal forming Part of Vehicle, Rubber parts Part of Vehicle, Fabric Part of Vehicle, Pipe / Hose Part of Vehicle"
n5955,China,"Gold, Copper"
n5956,Ireland,T-foundry
n5957,Japan,Welded pipes and rebars
n5958,China,Categories by Production process Part of Vehicle
n5959,South Korea,Thermal coal
n5960,Canada,Uranium
n5961,,"Lead, Zinc, Molten metal, Real Estate Services"
n5962,Germany,Asset Management
n5963,China,"Coal, Semi-anthracite pulverised coal injection (pci) coal"
n5964,Germany,"Car Navigation Part of Vehicle, Truck Body Panel Part of Vehicle, Steering Part of Vehicle, ETC Part of Vehicle"
n5965,Norway,Oil Pump Part of Vehicle
n5966,Russian Federation,Iron ore
n5967,Japan,"Cold-rolled steel, Steel, Steel, Steel"
n5968,Australia,"Air Conditioner Receiver Part of Vehicle, Leisure Facilities & Services, Security System Part of Vehicle, Air Bag Fabric Part of Vehicle, GPS Antenna Part of Vehicle, Specialty Finance"
n5969,United Arab Emirates,"Software, Uranium"
n5970,India,Industrial Support Services
n5971,Japan,"Angle Sensor Part of Vehicle, Various Semiconductors Part of Vehicle"
n5972, China ,"Coal, Alumina, Railroad rails"
n5973,South Korea,Steel slab
n5974,South Korea,Bearing Part of Vehicle
n5975,United States,"Specialty Finance, Specialty Finance, Wholesale - Discretionary"
n5976,China,"Glass Run Part of Vehicle, Glass Run Part of Vehicle, Glass Run Part of Vehicle"
n5977,,Steel
n5978,Japan,"Tin, Pgm, Pgm"
n5979,United States,"Fertilizer, Thermal coal"
n5980,Japan,"Pci, Software"
n5981,Australia,"Distributor Part of Vehicle, Home Construction, 4WD Transfer Gear Part of Vehicle"
n5982,Poland,"Aluminium slab, Small form and t-foundry, Steel"
n5983,China,Leisure Facilities & Services
n5984,Japan,"LCD Part of Vehicle, Rear View Monitor Part of Vehicle, Rear View Monitor Part of Vehicle, Rear View Monitor Part of Vehicle"
n5985,United States,"Aluminium hydroxide, Leisure Products"
n5986,India,"Wire rods, Software"
n5987,Japan,Electronics Parts Part of Vehicle
n5988,India,Oil Pan Part of Vehicle
n5989,Japan,"Hose Part of Vehicle, Home & Office Products, Home Construction, Blow molding Part of Vehicle, Audio Part of Vehicle, Heater Parts Part of Vehicle"
n5990,China,Turn Signal Switch Part of Vehicle
n5991,Japan,Hot-rolled strip
n5992,United States,"Industrial Support Services, Key Set Part of Vehicle, Key Set Part of Vehicle, IGBT devices for Power ECU Part of Vehicle, Telematics Communication System Part of Vehicle, Telematics Communication System Part of Vehicle, Voltage Meter Part of Vehicle, Gasket Part of Vehicle, Clean energy system Part of Vehicle, Gasket Part of Vehicle, Instrument Meter Part of Vehicle, Boots Part of Vehicle, Commercial Support Services"
n5993,,"Sinter, Sulphuric acid, Aluminium hydroxide, Beverages"
n5994,Netherlands,"Railroad rails, Steel meshes, Railroad rails, Ruthenium, Black plates, Small form and t-foundry"
n5995,Indonesia,"Telematics Communication System Part of Vehicle, Internet Media & Services, Internet Media & Services"
n5996,Japan,Household Products
n5997,Germany,"Telematics Communication System Part of Vehicle, Small form and t-foundry, Household Products"
n5998,United States,"Thermal coal, Cold-rolled sheet"
n5999,Taiwan,Household Products
n6000,United States,"Coal, Limestone, Pci metallurgical coal, Real Estate Services, Limestone, Coal"
n6001,China,"Various Motor Part of Vehicle, Turn Signal Lamp Part of Vehicle, Gear Part of Vehicle, Leather/Fabric Part of Vehicle, Assist Grip Part of Vehicle, SiC devices for Inverter Part of Vehicle, T- Bar Roof Part of Vehicle"
n6002,,"Coal, Coal"
n6003,South Korea,
n6004,Japan,"Forestry, Paper & Wood Products, Fertilizer, Molten metal, Steel sheet piles, Fertilizer"
n6005,Israel,Internet Media & Services
n6006,Taiwan,"Gasket Part of Vehicle, Fuel Meter Part of Vehicle, Consumer Services"
n6007,,
n6008,South Korea,Steel
n6009,United States,Asset Management
n6010,Canada,Covers
n6011,South Korea,"Forestry, Paper & Wood Products, Palladium, Forestry, Paper & Wood Products, Alumina"
n6012,Spain,Aluminium slab
n6013,Japan,Remelt
n6014,Indonesia,Thermal coal
n6015,,
n6016,China,Iron ore
n6017,United States,Clean energy system parts Part of Vehicle
n6018,Russian Federation,"Aluminium, Alumina, Bauxite, Aluminium, Copper cathode"
n6019,South Korea,
n6020,,"PCB, PCB Mounted Products Part of Vehicle, Household Products"
n6021,,
n6022,South Korea,"Uranium, Heavy angles, Fertilizer, Forestry, Paper & Wood Products, Uranium"
n6023,United States,"Software, Forestry, Paper & Wood Products"
n6024,Japan,Railroad rails
n6025,United States,Voltage Meter Part of Vehicle
n6026,Panama,Thermal coal
n6027,South Korea,
n6028,,
n6029,Brazil,
n6030,Japan,Various Motor Part of Vehicle
n6031,,"Tinplate, Forestry, Paper & Wood Products"
n6032,China,"Phosphates, Lithium"
n6033,China,
n6034,South Korea,Commercial Support Services
n6035,,"Engine Lubricating Parts Part of Vehicle, Oil Pan Part of Vehicle, HVAC Module Part of Vehicle, Containers & Packaging, Feed Pump Part of Vehicle, Component Parts Part of Vehicle, Wholesale - Discretionary"
n6036,Vietnam,"Cobalt, Steel slab"
n6037,India,Rear Chassis Module Part of Vehicle
n6038,,Hot-rolled strip
n6039,Spain,"Steel, Steel, Hot-rolled strip, Hot-rolled coil, Hot-rolled sheet, Hot-rolled sheet, Hot-rolled sheet, Lead"
n6040,South Korea,"Iron, Iron ore, Coal, Food, Limestone, Fertilizer, Steel, Covers"
n6041,,
n6042,,"Steel, Steel"
n6043,India,Limestone
n6044,Japan,"Banking, Manganese"
n6045,South Korea,"Clean energy system Part of Vehicle, Clean energy system Part of Vehicle"
n6046,,"Sulphuric acid, Sulphuric acid, Sulphuric acid, Sulphuric acid, Sulphuric acid, Aluminium, Sulphuric acid, Alumina hydrate, Phosphates, Chemical grade alumina, Tin, Lignite, Sulphuric acid, Wire rods"
n6047,India,4WD Transfer Gear Part of Vehicle
n6048,Taiwan,"Power ECU (Electric Vehicle/Hybrid Vehicle/Fuel Cell Vehicle) Part of Vehicle, Diesel Injector Pump Part of Vehicle, Cockpit Part of Vehicle, Diesel Injector Pump Part of Vehicle, LSD Part of Vehicle, Drive Train Part of Vehicle, Interior Part of Vehicle, Fuel Rail Part of Vehicle, Generator (Electric Vehicle/Hybrid Vehicle/Fuel Cell Vehicle) Part of Vehicle, Stud Part of Vehicle, Common Rail Part of Vehicle, Balance Shaft Part of Vehicle, Garnish Part of Vehicle"
n6049,Japan,Chemical grade alumina
n6050,Japan,"Steel angles, PCB, PCB Mounted Products Part of Vehicle, Steel slab"
n6051,Japan,Steel slab
n6052,Germany,4WD Transfer Part of Vehicle
n6053,Japan,"Electronics/Electric Parts Part of Vehicle, Air Conditioner Part of Vehicle, CCD Camera Part of Vehicle, Various power semiconductor devices for Power ECU Part of Vehicle"
n6054,Belgium,"Commercial Support Services, Advertising & Marketing, E-Commerce Discretionary"
n6055,United States,"Black plates, Rutile, Zinc cathodes, Pulverized coal injection, Sodium tripolyphosphate, Software, Hot-rolled coil"
n6056,Japan,"Molten metal, Platinum, Platinum, Iridium"
n6057,South Korea,Entertainment Content
n6058,Italy,"Railroad rails, Fertilizer"
n6059,United States,Sulphuric acid
n6060,United Kingdom,Electronics Parts Part of Vehicle
n6061,,"Instrument Panel Part of Vehicle, Electrical steel sheet Part of Vehicle, Industrial Support Services, Leisure Facilities & Services"
n6062,China,"Air Intake Module Part of Vehicle, Automatic Transmission Carrier Part of Vehicle, Rear Parcel Part of Vehicle"
n6063,Japan,Metal forming Part of Vehicle
n6064,Japan,"Organic-coated rolls, Chemical grade alumina, Household Products, Small form and t-foundry, Long flame coal"
n6065,Spain,"Software, Asset Management, Merchant steel bar, Wire rods"
n6066,China,"Beverages, Food, Ferrite strontium powder, Food, Food, High purity, Food, Beverages, Beverages, Organic-coated rolls, Food, Food, Ferrite strontium powder, Household Products, Pgm"
n6067,South Korea,Film Part of Vehicle
n6068,,"Software, Software, Software"
n6069,Japan,"Entertainment Content, Wire rods"
n6070,China,Iron pellets
n6071, Japan ,Pyrite
n6072,China,"Iron ore, Forestry, Paper & Wood Products, Thermal coal, Remelt, Thermal coal, Coal, Uranium"
n6073,,"Railroad rails, Railroad rails, Real Estate Services, Real Estate Services, Real Estate Services, Beverages, Aluminium slab, Asset Management"
n6074,Finland,Various power semiconductor devices for Power ECU Part of Vehicle
n6075,Japan,Leisure Products
n6076,United States,"Heat treatment Part of Vehicle, Water Pump Part of Vehicle, Floor Panel Parts Part of Vehicle, Metal forming Part of Vehicle"
n6077,Taiwan,Copper
n6078,South Korea,"Floor Panel Parts Part of Vehicle, Component Parts Part of Vehicle, Body Side Panel Parts Part of Vehicle"
n6079,South Korea,Engine Cooling System Part of Vehicle
n6080,China,"ETC Part of Vehicle, Motorcycle parts Part of Vehicle, Piston Pin Part of Vehicle, Component Parts Part of Vehicle, Optical Fiber Part of Vehicle"
n6081,Japan,"Tinplate, Zinc ingots, Aluminium high purity, Refined silver"
n6082,China,"Valve Part of Vehicle, Hydrogen tank Part of Vehicle, High Pressure Pipe Part of Vehicle, Valve Retainer Part of Vehicle, Valve Part of Vehicle"
n6083,United Kingdom,Asset Management
n6084,South Korea,"Diamonds, Iron, Pci metallurgical coal"
n6085,United Kingdom,"Steel, Iron ore, Coal"
n6086,China,Uranium
n6087,Japan,"Audio Parts Part of Vehicle, Vibration/Acoustic Insulator Part of Vehicle, Vibration/Acoustic Insulator Part of Vehicle"
n6088,Egypt,"Voltage Meter Part of Vehicle, Clean energy system Part of Vehicle, Solar Sensor Part of Vehicle, Various power semiconductor devices for Power ECU Part of Vehicle, Hydroforming Part of Vehicle, Various power semiconductor devices for Power ECU Part of Vehicle, Various power semiconductor devices for Power ECU Part of Vehicle, IC Regulator Part of Vehicle, Automatic Transmission Control Unit Part of Vehicle, Battery Charger Part of Vehicle, Air Conditioner Evaporator Part of Vehicle"
n6089,,
n6090,Indonesia,Asset Management
n6091,Netherlands,"Household Products, Chemical grade alumina"
n6092,South Korea,"Thermal coal, Long flame coal"
n6093,China,"Household Products, Hot-rolled strip, Wire rod"
n6094,Taiwan,"Various power semiconductor devices for Converter Part of Vehicle, Transistor Part of Vehicle, Transistor Part of Vehicle, Capacitor Part of Vehicle"
n6095,China,"Household Products, Forestry, Paper & Wood Products, Forestry, Paper & Wood Products"
n6096,China,"Coking coal, Zinc, Chemical grade alumina"
n6097,Spain,"4WD Transfer Case Part of Vehicle, Air/Fuel Management Part of Vehicle, Industrial Support Services"
n6098,China,"Aluminum die casting Part of Vehicle, Categories by Production process Part of Vehicle"
n6099,Japan,Aluminium wire rod
n6100,India,Distributor Part of Vehicle
n6101,United States,Thermal coal
n6102,India,Distributor Part of Vehicle
n6103,China,Billet
n6104,United States,Software
n6105,Germany,"Asset Management, Thermal coal"
n6106,Japan,Covers
n6107,Japan,Industrial Support Services
n6108,China,"On-board battery charger Part of Vehicle, Lithium-ion battery Part of Vehicle, Electrolyte for Lithium Ion Battery Part of Vehicle, Lithium-ion battery Part of Vehicle, Lithium-ion battery Part of Vehicle, Lithium-ion battery Part of Vehicle, Various battery Part of Vehicle, Electrolyte for Lithium Ion Battery Part of Vehicle, Electrolyte for Lithium Ion Battery Part of Vehicle, Lithium-ion battery Part of Vehicle, Battery Charger Part of Vehicle, Various battery Part of Vehicle, Battery Charger Part of Vehicle"
n6109,,"Beverages, Hot-rolled sheet, Beverages, Beverages"
n6110,Philippines,Asset Management
n6111,,"Forestry, Paper & Wood Products"
n6112,Japan,"Steel, Steel bar, Steel plates, Black plates, Molten metal, Hot-rolled coil, Wire rods, Steel meshes, Steel angles, Steel bar, Flat bars, Ruthenium"
n6113,China,"Forestry, Paper & Wood Products"
n6114,Germany,Lamp Parts Part of Vehicle
n6115,,"Silver, Forestry, Paper & Wood Products"
n6116,Japan,"Internet Media & Services, Internet Media & Services, Security System Part of Vehicle"
n6117,,"Home Construction, Home Construction, Air Intake Module Part of Vehicle, Oil Seal Part of Vehicle"
n6118,China,Industrial Support Services
n6119,Japan,"Steel, Steel bar, Steel plates, Steel, Steel plates, Steel, Metallurgical coal, Coke, Limestone, Iron, Steel"
n6120,Germany,Clean energy system parts Part of Vehicle
n6121,Switzerland,"Assembly Part of Vehicle, Pipe Part of Vehicle, Containers & Packaging, Molding Part of Vehicle"
n6122,Canada,Oil Pump Part of Vehicle
n6123,Canada,"Gold, Silver, Zinc, Lead, Copper"
n6124,,
n6125,China,"Forestry, Paper & Wood Products"
n6126,Japan,"Steel, Wire rods, Flat bars, Steel, Steel bar"
n6127,Indonesia,Aluminium slab
n6128,Romania,Remelt
n6129,Russian Federation,"Coking coal concentrate, Fertilizer, Phosphates"
n6130,Japan,Steel
n6131,,"Heat Insulator Part of Vehicle, Refrigerant Tank Part of Vehicle, Home Construction, Vehicle Emergency System Part of Vehicle"
n6132,India,"Insulator Part of Vehicle, Automatic Transmission Carrier Part of Vehicle, Wholesale - Discretionary, Industrial Support Services, Commercial Support Services"
n6133,China,Uranium
n6134,Japan,Household Products
n6135,China,"Automatic Transmission Carrier Part of Vehicle, Transmission Part of Vehicle, Transmission Part of Vehicle, Automatic Transmission Part of Vehicle, Information System Part of Vehicle, HVAC Module Part of Vehicle, Transmission Part of Vehicle, Motor control ECU Part of Vehicle, Transmission Gear Part of Vehicle, Automatic Transmission Carrier Part of Vehicle, Electronics/Electric Parts Part of Vehicle"
n6136,Indonesia,"Industrial Support Services, Home Construction"
n6137,,Software
n6138,,"Steel meshes, Software, Steel angles, Refined zinc, Refined zinc, Pickled steel, Barbed wire, Wire rod, Rebars, Direct reduction iron pellets, Food"
n6139,South Korea,Rubber-metal parts Part of Vehicle
n6140,United States,"T-foundry, Covers"
n6141,,"Cold-rolled sheet, Rebar, Black plates, Steel, Steel bar, Cold-rolled sheet, Cold-rolled sheet, Hot-rolleds steel, Black plates, Heavy angles, Flat bars, Wire rods, Steel, Galvanized steel, Steel, Steel, Steel, Steel, Steel, Steel, Black plates, Steel"
n6142,South Korea,Various Motor Part of Vehicle
n6143,United States,"Air Suspension Part of Vehicle, Road Wheel Part of Vehicle, Brake Part of Vehicle, Brake Pedal Part of Vehicle, Timing Gear Part of Vehicle, Auxiliary Brake Part of Vehicle, Planetary Gear Part of Vehicle, Gear Part of Vehicle, Differential Gear Part of Vehicle, Turbo Bearing Part of Vehicle, Planetary Gear Part of Vehicle"
n6144,South Korea,"Zircon, Rutile, Silicomanganese, Remelt, Asset Management, Tin, Wire rod, Remelt, Tinplate"
n6145,Japan,"Real Estate Services, Real Estate Services, Real Estate Services, Real Estate Services, Insurance"
n6146,,
n6147,,"Organic-coated rolls, Direct reduction iron pellets, Forestry, Paper & Wood Products"
n6148,Ireland,"Thermal coal, Rutile, Aluminium ingot, Leisure Products, Ilmenite, Hot-rolled steel rolls, Leisure Products, High purity"
n6149,South Korea,Semiconductor Part of Vehicle
n6150,Indonesia,Steel
n6151,Japan,"Forestry, Paper & Wood Products"
n6152,South Korea,Engine Cooling System Part of Vehicle
n6153,United Kingdom,"Drivetrain Part of Vehicle, Chassis/frame Part of Vehicle, Chassis/frame Part of Vehicle"
n6154,United Kingdom,"Instrument Panel Parts Part of Vehicle, Seal Part of Vehicle, Seal Part of Vehicle, Gasket Part of Vehicle, Cylinder Liner Part of Vehicle, Electronics/Electric Parts Part of Vehicle, Connector Part of Vehicle, Fastener Part of Vehicle"
n6155,South Korea,"Driving Support & Security Part of Vehicle, Turn Signal Lamp Part of Vehicle, Fog Lamp Part of Vehicle, Carburetor Parts Part of Vehicle"
n6156,,Software
n6157,Taiwan,"Asset Management, Continuous caster billet, Asset Management, Fertilizer, Software"
n6158,South Korea,"Pulverized coal injection, Thermal coal, Hot-rolled coil, Steel, Galvanized steel, Uranium"
n6159,Japan,Various Semiconductors Part of Vehicle
n6160,China,Hot-rolled sheet
n6161,Japan,"Air Conditioner Part of Vehicle, Heater Control Unit Part of Vehicle"
n6162,Japan,"Airbag Parts Part of Vehicle, Air Cleaner Part of Vehicle, Inside Mirror Part of Vehicle, Resonator Part of Vehicle, Oil Filter Part of Vehicle, Alloy Wheel Part of Vehicle, Thermostat Part of Vehicle, Luggage/Trunk Trim Part of Vehicle, Exhaust Pipe Part of Vehicle, Wire Harness Part of Vehicle, Super Charger Inter Cooler Part of Vehicle, Wiper Part of Vehicle, Bumper Parts Part of Vehicle, Catalytic Converter Part of Vehicle, Exhaust System Part of Vehicle, Fuel Tank Part of Vehicle, Sunroof Parts Part of Vehicle, Road Wheel Part of Vehicle, Wiper Blade Part of Vehicle"
n6163,South Korea,Home Construction
n6164,Taiwan,Chemical grade alumina
n6165,Cayman Islands,Various power semiconductor devices for Converter Part of Vehicle
n6166,India,Industrial Support Services
n6167,,
n6168,Indonesia,"Forestry, Paper & Wood Products, Forestry, Paper & Wood Products, Coal, Real Estate Services, Banking, Food, Forestry, Paper & Wood Products"
n6169,,"Asset Management, Coal, Fertilizer"
n6170,China,"Hot-rolled strip, Copper cathode, Niobium, Aluminium wire rod, Aluminium billet"
n6171,,"Cobalt hydroxide, Refined zinc"
n6172,Japan,"Body Panel/Frame Parts Part of Vehicle, Transmission Parts Part of Vehicle, Welding Part of Vehicle"
n6173,,
n6174,Taiwan,"Fuel Tank Part of Vehicle, Exhaust Pipe Part of Vehicle, Oil Filter Part of Vehicle, Steering Column Part of Vehicle, Filler Pipe Part of Vehicle, Rocker Arm Part of Vehicle, Air Cleaner Part of Vehicle, Oil Pan Part of Vehicle, Steering Column Part of Vehicle, Pedal Parts Part of Vehicle, Timing Gear Part of Vehicle, Exhaust Pipe Part of Vehicle, Engine Pulley Part of Vehicle, Assembly Part of Vehicle"
n6175,,"Metallurgical coal, Steel, Steel, Aluminium high purity, Steel plates, Hot-rolled sheet, Hot-rolled strip, Steel bar, Wire rod, Black plates, Hot-rolled sheet, Steel, Steel, Cold-rolled sheet, Sinter, Steel bar, Steel"
n6176,,"Sulphuric acid, Small form and t-foundry, Organic-coated rolls, Tin"
n6177,Japan,"Software, Small form and t-foundry"
n6178,Japan,"Chemical grade alumina, Chemical grade alumina, Forestry, Paper & Wood Products, Organic-coated rolls, Chemical grade alumina, Hot-rolled steel"
n6179,Germany,Railroad rails
n6180,,"Beverages, Coke, Diamonds, Sulphuric acid, Sulphuric acid, Palladium, Palladium, Sodium tripolyphosphate, Sulphuric acid, Sodium tripolyphosphate, Sodium tripolyphosphate, Sulphuric acid"
n6181,,Gasoline Fuel Injection System Part of Vehicle
n6182,United States,Thermal coal
n6183,United States,"Internet Media & Services, Internet Media & Services"
n6184,Canada,"Telematics Communication System Part of Vehicle, Drive Train Part of Vehicle, Common Rail Part of Vehicle, Transmission Part of Vehicle"
n6185,India,"Fertilizer, Telematics Communication System Part of Vehicle"
n6186,United States,"GPS Antenna Part of Vehicle, GPS Antenna Part of Vehicle, GPS Part of Vehicle"
n6187,Russia,
n6188,Japan,Limestone
n6189,Japan,"Forging Part of Vehicle, Ball Screw Part of Vehicle"
n6190,,Software
n6191,,"Various power semiconductor devices for Power ECU Part of Vehicle, Water Pump Part of Vehicle, Hydroforming Part of Vehicle, Solar Sensor Part of Vehicle, Solar Sensor Part of Vehicle, Solar Sensor Part of Vehicle, Power Steering Reservoir Tank Part of Vehicle"
n6192,Japan,"Heater Part of Vehicle, Air Conditioner Water Temperature Sensor Part of Vehicle, Air Conditioner ECU Part of Vehicle, Crank Case Ventilation System Part of Vehicle"
n6193,China,"Bituminous coal, Bituminous coal, Bituminous coal, Insurance, Coal"
n6194,Indonesia,Nickel
n6195,Uzbekistan,"Refrigerant Tank Part of Vehicle, Pipe Part of Vehicle, Oil Pump Part of Vehicle"
n6196,South Korea,
n6197,China,Pipe Part of Vehicle
n6198,China,Power control system (Electric Vehicle/Hybrid Vehicle/Fuel Cell Vehicle) Part of Vehicle
n6199,Russia,
n6200,United States,"Wholesale - Consumer Staples, Various power semiconductor devices for Power ECU Part of Vehicle, Heat treatment Part of Vehicle, Engine Cooling Parts Part of Vehicle"
n6201,Pakistan,Limestone
n6202,Mexico,Limestone
n6203,United Kingdom,Passenger Airbag Module Part of Vehicle
n6204,Luxembourg,"Pgm, Pgm, Covers"
n6205,South Korea,Iron casting Part of Vehicle
n6206,Romania,"Limestone, Covers, Forestry, Paper & Wood Products"
n6207,Japan,"Sulphuric acid, Sulphuric acid, Beverages, Beverages, Forestry, Paper & Wood Products"
n6208,Norway,"Seat Parts Part of Vehicle, Climate Control Part of Vehicle, Lower Arm Part of Vehicle, Trunk Lid Lock Part of Vehicle, Actuators Part of Vehicle, Steering Gear Part of Vehicle, Electric Cable Part of Vehicle, Shift Lever Part of Vehicle, Pipe / Hose Part of Vehicle, Brake Part of Vehicle, Air Brake Part of Vehicle, Gear Selector Switch Part of Vehicle, Clutch Part of Vehicle, Steering Column Part of Vehicle, Stabilizer Part of Vehicle, LCD Part of Vehicle, Pedal Part of Vehicle"
n6209,Japan,"Audio Equalizer Part of Vehicle, Audio Amplifier Part of Vehicle, Exhaust Gasket Part of Vehicle, Exhaust System Part of Vehicle, Pipe Part of Vehicle"
n6210,United States,T-foundry
n6211,Japan,"Steel, Steel, Household Products, Steel, T-foundry, Coal, Real Estate Services, Chemical grade alumina, Molten metal"
n6212,,Welded pipes and rebars
n6213,Japan,"Other Fuel Systems Part of Vehicle, Bush / Seal Part of Vehicle, Auxiliary Heater Part of Vehicle"
n6214,Japan,Palladium
n6215,Germany,"Home Construction, Categories by Production process Part of Vehicle, Various surface treatment Part of Vehicle, Generator (Electric Vehicle/Hybrid Vehicle/Fuel Cell Vehicle) Part of Vehicle"
n6216,Netherlands,Banking
n6217,China,Steel
n6218,China,Wire rods
n6219,,"Piston Pin Part of Vehicle, Lens Part of Vehicle, Automatic Control Parts Part of Vehicle"
n6220,United States,ETC Part of Vehicle
n6221,China,Aluminium wire rod
n6222,Taiwan,Valve Lifter Part of Vehicle
n6223,United States,Beverages
n6224,,"Commercial Support Services, Consumer Services, Internet Media & Services, Commercial Support Services, Commercial Support Services, Internet Media & Services, Internet Media & Services"
n6225,China,"Pulverized coal injection, Iron ore, Coal, Steel, Iron ore, Limestone, Iron ore pellets, Fertilizer, Lignite"
n6226,Japan,"Covers, Software, Asset Management, Railroad rails"
n6227,United States,Small form and t-foundry
n6228,,"PCB, PCB Mounted Products Part of Vehicle, PCB, PCB Mounted Products Part of Vehicle, PCB, PCB Mounted Products Part of Vehicle, Small form and t-foundry"
n6229,,
n6230,South Korea,"Aluminium wire rod, Steel billets, Software"
n6231,United Kingdom,Molten metal
n6232,Colombia,"Steel, Flat bars, Steel meshes, Hot-rolled strip, Heavy angles, Household Products, Steel"
n6233,South Korea,Water Pump Part of Vehicle
n6234,China,"ETC Part of Vehicle, Engine Parts Part of Vehicle, Other Driving Support Systems Part of Vehicle"
n6235,Russian Federation,Various power semiconductor devices for Power ECU Part of Vehicle
n6236,Japan,"Industrial Support Services, Home Construction, Home Construction"
n6237,United States,Categories by Production process Part of Vehicle
n6238,United States,"Flat bars, Household Products"
n6239,China,ETC Part of Vehicle
n6240,South Korea,Metal forming Part of Vehicle
n6241,Taiwan,"Organic-coated rolls, Software"
n6242,Brazil,Commercial Support Services
n6243,United States,"Passenger Airbag Module Part of Vehicle, Distributor Part of Vehicle, Commercial Support Services, Turbo Charger Part of Vehicle, Other Fuel Systems Part of Vehicle, Consumer Services, Outside Handle Part of Vehicle, Industrial Support Services, Air Flow Meter Part of Vehicle"
n6244,Japan,Refined silver
n6245,China,"Various surface treatment Part of Vehicle, Various surface treatment Part of Vehicle, Various surface treatment Part of Vehicle, Traction Control ECU Part of Vehicle, Oil Strainer Part of Vehicle, Oil Pan Part of Vehicle, Rubber extruded parts Part of Vehicle, Various surface treatment Part of Vehicle"
n6246,,Tinplate
n6247,South Korea,Telematics Communication System Part of Vehicle
n6248,China,Electronics Parts Part of Vehicle
n6249,,"Steel, Steel, Silver"
n6250,United States,Solar Sensor Part of Vehicle
n6251,Australia,"High purity, High-carbon ferromanganese"
n6252,China,
n6253,,
n6254,,"Copper anode, Aluminium wire rod, Aluminium wire rod, Aluminium wire rod, Aluminium wire rod, Aluminium wire rod, Copper"
n6255,,"Steel plates, Steel, Steel, Steel, Steel"
n6256,United States,Small form and t-foundry
n6257,United States,"Welded pipes and rebars, Galvanized steel, Copper"
n6258,United States,Entertainment Content
n6259,China,Welded pipes and rebars
n6260,Vietnam,"Hot dip galvanized rolls, Zinc, Welded pipes and rebars, Hot-rolleds steel"
n6261,China,Thermal coal
n6262,Japan,"Industrial Support Services, Transmission Part of Vehicle, Electric Cable Part of Vehicle, Electronics/Electric Parts Part of Vehicle, Air Duct Part of Vehicle, Information System Part of Vehicle"
n6263,,"Alumina, Organic-coated rolls, Palladium, Pyrite, Dolomite, Palladium, Bauxite, Organic-coated rolls, Hot-rolled coil, Organic-coated rolls, Palladium, Palladium, Hot-rolled strip, Ferrite strontium powder, Bauxite, Palladium"
n6264,Cayman Islands,"Pci, Entertainment Content, Entertainment Content, Entertainment Content"
n6265,South Korea,Electronics Parts Part of Vehicle
n6266, China ,Real Estate Services
n6267,,Long flame coal
n6268,Japan,Lignite
n6269,,"Small form and t-foundry, Software"
n6270,Japan,Automatic Control Parts Part of Vehicle
n6271,Luxembourg,Wholesale - Discretionary
n6272,Japan,"Hot-rolled steel rolls, Steel"
n6273,United Kingdom,"T-foundry, Wire rods, Pgm, Wire rods"
n6274,South Korea,"Fuel cell electrolyte membrane Part of Vehicle, Various Semiconductors Part of Vehicle, Turbo Charger Part of Vehicle, Separator for Lithium Ion Battery Part of Vehicle, Solar Sensor Part of Vehicle"
n6275,South Korea,"Insurance, Asset Management"
n6276,China,Various power semiconductor devices for Power ECU Part of Vehicle
n6277,United States,Electronics/Electric Parts Part of Vehicle
n6278,China,"Coke, Organic-coated rolls, Organic-coated rolls, Organic-coated rolls, Forestry, Paper & Wood Products, Organic-coated rolls, Chemical grade alumina"
n6279,China,Billet
n6280,United States,"Palladium, Organic-coated rolls, Lignite"
n6281,,Software
n6282,United Kingdom,Commercial Support Services
n6283,Taiwan,Steel
n6284,Japan,"Telematics Communication System Part of Vehicle, Television Set Part of Vehicle, Internet Media & Services, Internet Media & Services, Voice Recognition System Part of Vehicle, Voice Recognition System Part of Vehicle, Automatic Transmission Carrier Part of Vehicle"
n6285,China,"Uranium, Uranium"
n6286,,"Steel slab, T-foundry, Continuous caster slab"
n6287,Spain,Railroad rails
n6288,South Korea,"Heat treatment Part of Vehicle, Clean energy system Part of Vehicle, Various power semiconductor devices for Power ECU Part of Vehicle, Clean energy system Part of Vehicle"
n6289,,
n6290,China,Catalytic Part of Vehicle
n6291,Mexico,Asset Management
n6292,Japan,"Filler Pipe Part of Vehicle, Gasket Part of Vehicle, Water Pump Part of Vehicle, Pipe / Hose Part of Vehicle, Heat treatment Part of Vehicle, HVAC Module Part of Vehicle"
n6293,India,Various Motor Part of Vehicle
